pickup_location,drop_location,pickup_date,pickup_time,pickup_hour,time_of_day,weekday,is_weekend,season,passenger_count,trip_distance_km,traffic_level,actual_eta_minutes,average_speed,surge_multiplier
Clinton Hill,Midtown,25-05-2016,21:42,21,Evening,Wednesday,0,Spring,1,2.36,Low,14.6,9.7,1.0
Upper West Side,Harlem,10-02-2016,07:00,7,Morning,Wednesday,0,Winter,1,3.73,Medium,12.2,18.3,1.3
Harlem,Crown Heights,04-01-2016,12:21,12,Afternoon,Monday,0,Winter,1,3.84,Low,22.5,10.2,1.0
Fort Greene,Inwood,28-06-2016,11:02,11,Morning,Tuesday,0,Summer,5,1.5,Low,6.2,14.5,1.0
West Village,Chinatown,06-03-2016,13:51,13,Afternoon,Sunday,1,Spring,1,0.97,Low,3.9,14.9,1.0
East Harlem,Chinatown,07-04-2016,03:28,3,Night,Thursday,0,Spring,1,4.22,Low,6.2,40.8,1.0
Inwood,Harlem,08-01-2016,20:39,20,Evening,Friday,0,Winter,1,1.19,Medium,4.0,17.8,1.3
East Harlem,Hell's Kitchen,15-03-2016,13:50,13,Afternoon,Tuesday,0,Spring,2,3.08,Low,19.3,9.6,1.0
Tottenville,Tottenville,25-03-2016,19:01,19,Evening,Friday,0,Spring,1,29.06,High,43.1,40.5,1.8
Bedford-Stuyvesant,East Harlem,15-03-2016,00:50,0,Night,Tuesday,0,Spring,5,7.42,Low,18.3,24.3,1.0
Upper West Side,Upper West Side,20-03-2016,12:12,12,Afternoon,Sunday,1,Spring,1,2.53,Low,11.8,12.9,1.0
Midtown,Chinatown,14-03-2016,21:33,21,Evening,Monday,0,Spring,1,1.35,Low,5.7,14.2,1.0
Inwood,East Harlem,24-05-2016,19:34,19,Evening,Tuesday,0,Spring,1,2.4,High,12.9,11.2,1.8
Midwood,Midwood,11-06-2016,17:45,17,Afternoon,Saturday,1,Summer,4,1.85,High,6.9,16.1,1.8
West Village,Bedford-Stuyvesant,29-03-2016,19:47,19,Evening,Tuesday,0,Spring,1,3.16,High,10.5,18.1,1.8
Clinton Hill,Midtown,18-06-2016,15:05,15,Afternoon,Saturday,1,Summer,6,2.29,Low,6.9,19.9,1.0
Hell's Kitchen,Bedford-Stuyvesant,02-05-2016,11:05,11,Morning,Monday,0,Spring,1,3.9,Low,15.8,14.8,1.0
Chelsea,Murray Hill,21-01-2016,18:20,18,Evening,Thursday,0,Winter,1,2.31,High,8.7,15.9,1.8
Harlem,South Slope,28-04-2016,11:22,11,Morning,Thursday,0,Spring,1,2.97,Low,10.2,17.5,1.0
Clinton Hill,Bedford-Stuyvesant,28-01-2016,18:24,18,Evening,Thursday,0,Winter,3,4.59,High,26.8,10.3,1.8
Crown Heights,Chelsea,13-04-2016,19:18,19,Evening,Wednesday,0,Spring,1,1.93,High,12.2,9.5,1.8
West Village,Harlem,12-02-2016,09:52,9,Morning,Friday,0,Winter,4,1.62,High,12.6,7.7,1.8
Upper West Side,South Slope,23-04-2016,13:31,13,Afternoon,Saturday,1,Spring,1,0.39,Low,3.0,7.8,1.0
Hell's Kitchen,South Slope,03-03-2016,18:01,18,Evening,Thursday,0,Spring,3,1.94,High,9.1,12.8,1.8
South Slope,Murray Hill,02-02-2016,06:57,6,Morning,Tuesday,0,Winter,1,2.65,Low,9.0,17.7,1.0
Bay Ridge,Midwood,10-03-2016,20:24,20,Evening,Thursday,0,Spring,3,0.97,Medium,7.0,8.3,1.3
Clinton Hill,East Harlem,05-02-2016,17:41,17,Afternoon,Friday,0,Winter,1,3.06,High,10.2,18.0,1.8
East Harlem,Midtown,16-06-2016,13:24,13,Afternoon,Thursday,0,Summer,1,2.31,Low,7.2,19.2,1.0
Midtown,Harlem,23-05-2016,06:30,6,Morning,Monday,0,Spring,1,0.95,Low,2.2,25.9,1.0
Upper West Side,Inwood,04-05-2016,20:19,20,Evening,Wednesday,0,Spring,1,2.7,Medium,14.0,11.6,1.3
Harlem,Bedford-Stuyvesant,10-02-2016,19:03,19,Evening,Wednesday,0,Winter,1,3.6,High,13.7,15.8,1.8
East Harlem,Crown Heights,15-01-2016,20:36,20,Evening,Friday,0,Winter,2,6.94,Medium,14.3,29.1,1.3
Kensington,Inwood,20-06-2016,18:38,18,Evening,Monday,0,Summer,2,0.76,High,12.7,3.6,1.8
Upper West Side,Bedford-Stuyvesant,30-04-2016,03:16,3,Night,Saturday,1,Spring,1,1.1,Low,10.0,6.6,1.0
East Harlem,Harlem,05-02-2016,06:50,6,Morning,Friday,0,Winter,1,1.13,Low,4.8,14.1,1.0
East Harlem,Bedford-Stuyvesant,18-03-2016,07:56,7,Morning,Friday,0,Spring,1,1.6,Medium,8.3,11.6,1.3
Midtown,East Harlem,07-05-2016,21:01,21,Evening,Saturday,1,Spring,1,5.37,Low,20.6,15.6,1.0
Clinton Hill,Park Slope,17-04-2016,18:13,18,Evening,Sunday,1,Spring,1,3.12,High,13.1,14.3,1.8
Upper West Side,Harlem,02-05-2016,18:16,18,Evening,Monday,0,Spring,1,3.14,High,15.2,12.4,1.8
Fort Greene,Fort Greene,03-04-2016,22:57,22,Evening,Sunday,1,Spring,1,0.96,Low,2.6,22.2,1.0
Park Slope,Harlem,02-03-2016,18:56,18,Evening,Wednesday,0,Spring,5,3.38,High,15.4,13.2,1.8
Fort Greene,Murray Hill,01-05-2016,21:15,21,Evening,Sunday,1,Spring,1,2.89,Low,8.0,21.7,1.0
Bedford-Stuyvesant,Bedford-Stuyvesant,12-03-2016,17:50,17,Afternoon,Saturday,1,Spring,1,0.15,High,5.3,1.7,1.8
Harlem,Harlem,23-04-2016,14:50,14,Afternoon,Saturday,1,Spring,1,2.04,Low,13.2,9.3,1.0
Murray Hill,East Harlem,06-03-2016,00:37,0,Night,Sunday,1,Spring,1,0.61,Low,2.9,12.6,1.0
Hell's Kitchen,South Slope,27-02-2016,12:07,12,Afternoon,Saturday,1,Winter,2,3.54,Low,11.0,19.3,1.0
Harlem,Harlem,19-04-2016,06:41,6,Morning,Tuesday,0,Spring,1,0.89,Low,3.2,16.7,1.0
East Harlem,Park Slope,15-05-2016,13:20,13,Afternoon,Sunday,1,Spring,1,0.86,Low,6.4,8.1,1.0
Arrochar,South Beach,11-04-2016,22:24,22,Evening,Monday,0,Spring,1,0.55,Low,2.5,13.2,1.0
Murray Hill,Murray Hill,03-02-2016,07:13,7,Morning,Wednesday,0,Winter,1,1.36,Medium,5.7,14.3,1.3
Midtown,Kensington,26-05-2016,22:34,22,Evening,Thursday,0,Spring,3,2.76,Low,7.6,21.8,1.0
Bensonhurst,Castleton Corners,02-02-2016,10:49,10,Morning,Tuesday,0,Winter,1,1.79,Medium,13.5,8.0,1.3
Bedford-Stuyvesant,Clinton Hill,10-03-2016,09:28,9,Morning,Thursday,0,Spring,1,1.53,High,4.9,18.7,1.8
Greenpoint,West Village,07-02-2016,17:55,17,Afternoon,Sunday,1,Winter,5,2.07,High,8.8,14.1,1.8
Murray Hill,Bedford-Stuyvesant,26-06-2016,17:11,17,Afternoon,Sunday,1,Summer,1,5.9,High,16.4,21.6,1.8
Murray Hill,Upper West Side,14-04-2016,20:27,20,Evening,Thursday,0,Spring,1,3.03,Medium,9.7,18.7,1.3
Murray Hill,Kensington,16-02-2016,07:52,7,Morning,Tuesday,0,Winter,1,1.89,Medium,9.4,12.1,1.3
Bedford-Stuyvesant,South Slope,02-03-2016,21:43,21,Evening,Wednesday,0,Spring,1,8.57,Low,14.9,34.5,1.0
Upper West Side,Kensington,04-04-2016,07:21,7,Morning,Monday,0,Spring,1,2.64,Medium,8.4,18.9,1.3
Bedford-Stuyvesant,Upper West Side,06-02-2016,20:34,20,Evening,Saturday,1,Winter,1,0.33,Medium,2.7,7.3,1.3
Inwood,Bedford-Stuyvesant,03-06-2016,14:48,14,Afternoon,Friday,0,Summer,5,1.29,Low,12.2,6.3,1.0
Arden Heights,Sheepshead Bay,03-06-2016,00:36,0,Night,Friday,0,Summer,1,12.27,Low,24.0,30.7,1.0
Bedford-Stuyvesant,Crown Heights,04-03-2016,14:53,14,Afternoon,Friday,0,Spring,1,1.76,Low,8.0,13.2,1.0
Clinton Hill,East Harlem,08-05-2016,15:56,15,Afternoon,Sunday,1,Spring,1,0.4,Low,2.4,10.0,1.0
Upper West Side,Upper West Side,07-03-2016,20:58,20,Evening,Monday,0,Spring,1,6.37,Medium,16.9,22.6,1.3
Harlem,Williamsburg,22-01-2016,20:44,20,Evening,Friday,0,Winter,1,0.91,Medium,3.4,16.1,1.3
East Harlem,Upper West Side,18-02-2016,19:23,19,Evening,Thursday,0,Winter,1,1.37,High,7.9,10.4,1.8
Upper West Side,Bedford-Stuyvesant,23-06-2016,06:32,6,Morning,Thursday,0,Summer,1,2.18,Low,2.9,45.1,1.0
Chelsea,Chelsea,02-03-2016,18:27,18,Evening,Wednesday,0,Spring,1,0.47,High,2.4,11.7,1.8
Park Slope,Bedford-Stuyvesant,26-01-2016,22:33,22,Evening,Tuesday,0,Winter,1,2.61,Low,15.0,10.4,1.0
Far Rockaway,Sheepshead Bay,22-03-2016,21:49,21,Evening,Tuesday,0,Spring,2,0.44,Low,1.1,24.0,1.0
Borough Park,Woodrow,18-04-2016,07:05,7,Morning,Monday,0,Spring,1,16.11,Medium,28.8,33.6,1.3
Park Slope,Park Slope,08-03-2016,14:45,14,Afternoon,Tuesday,0,Spring,1,0.93,Low,11.5,4.9,1.0
Harlem,Murray Hill,04-02-2016,15:00,15,Afternoon,Thursday,0,Winter,1,5.47,Low,25.2,13.0,1.0
Harlem,Bedford-Stuyvesant,03-06-2016,03:04,3,Night,Friday,0,Summer,2,1.72,Low,3.8,27.2,1.0
East Harlem,Harlem,18-02-2016,15:19,15,Afternoon,Thursday,0,Winter,1,1.48,Low,8.8,10.1,1.0
Bedford-Stuyvesant,Upper West Side,24-04-2016,14:22,14,Afternoon,Sunday,1,Spring,1,2.54,Low,6.5,23.4,1.0
Kensington,Crown Heights,07-05-2016,20:32,20,Evening,Saturday,1,Spring,1,3.1,Medium,14.8,12.6,1.3
East Harlem,Hell's Kitchen,27-02-2016,21:47,21,Evening,Saturday,1,Winter,2,3.26,Low,18.4,10.6,1.0
Upper West Side,Harlem,05-03-2016,18:01,18,Evening,Saturday,1,Spring,1,1.0,High,4.7,12.8,1.8
Harlem,Fort Greene,13-03-2016,12:14,12,Afternoon,Sunday,1,Spring,2,6.17,Low,14.4,25.7,1.0
Upper West Side,Hell's Kitchen,23-03-2016,00:27,0,Night,Wednesday,0,Spring,1,2.06,Low,9.9,12.5,1.0
Brighton Beach,Brighton Beach,21-02-2016,22:26,22,Evening,Sunday,1,Winter,2,3.59,Low,18.5,11.6,1.0
Upper West Side,Hell's Kitchen,05-02-2016,10:38,10,Morning,Friday,0,Winter,1,2.68,Medium,30.0,5.4,1.3
Arverne,Far Rockaway,06-02-2016,19:55,19,Evening,Saturday,1,Winter,1,1.91,High,6.6,17.4,1.8
Murray Hill,East Harlem,22-01-2016,14:51,14,Afternoon,Friday,0,Winter,2,2.08,Low,14.1,8.9,1.0
Clinton Hill,Upper West Side,18-01-2016,21:45,21,Evening,Monday,0,Winter,1,2.61,Low,10.0,15.7,1.0
Kensington,East Harlem,15-03-2016,13:54,13,Afternoon,Tuesday,0,Spring,1,2.22,Low,7.8,17.1,1.0
Bedford-Stuyvesant,Clinton Hill,28-03-2016,00:36,0,Night,Monday,0,Spring,1,9.66,Low,14.6,39.7,1.0
Harlem,Upper West Side,12-03-2016,07:40,7,Morning,Saturday,1,Spring,1,1.17,Medium,7.6,9.2,1.3
Prince's Bay,Tottenville,16-03-2016,06:21,6,Morning,Wednesday,0,Spring,1,24.29,Low,35.4,41.2,1.0
Harlem,Murray Hill,10-04-2016,17:05,17,Afternoon,Sunday,1,Spring,1,3.18,High,20.0,9.5,1.8
Harlem,East Harlem,18-06-2016,22:40,22,Evening,Saturday,1,Summer,1,3.53,Low,9.9,21.4,1.0
Harlem,Harlem,11-02-2016,23:38,23,Evening,Thursday,0,Winter,2,4.37,Low,17.2,15.2,1.0
Tottenville,Prince's Bay,25-02-2016,03:43,3,Night,Thursday,0,Winter,1,16.24,Low,26.1,37.3,1.0
Harlem,Harlem,07-03-2016,21:14,21,Evening,Monday,0,Spring,6,2.54,Low,7.4,20.6,1.0
Bedford-Stuyvesant,Crown Heights,17-06-2016,18:09,18,Evening,Friday,0,Summer,1,6.46,High,22.1,17.5,1.8
Bedford-Stuyvesant,Harlem,05-01-2016,13:17,13,Afternoon,Tuesday,0,Winter,1,3.61,Low,16.6,13.0,1.0
Inwood,Bedford-Stuyvesant,31-03-2016,00:44,0,Night,Thursday,0,Spring,1,2.57,Low,6.3,24.5,1.0
Chinatown,Upper West Side,07-04-2016,18:57,18,Evening,Thursday,0,Spring,1,1.64,High,7.9,12.5,1.8
Bedford-Stuyvesant,Bedford-Stuyvesant,18-03-2016,18:48,18,Evening,Friday,0,Spring,1,4.61,High,28.6,9.7,1.8
Greenpoint,Inwood,12-02-2016,02:38,2,Night,Friday,0,Winter,6,0.4,Low,3.4,7.1,1.0
Bedford-Stuyvesant,Midtown,12-01-2016,11:34,11,Morning,Tuesday,0,Winter,1,2.21,Low,17.1,7.8,1.0
Fort Greene,East Harlem,06-03-2016,00:02,0,Night,Sunday,1,Spring,1,3.36,Low,10.6,19.0,1.0
Murray Hill,East Harlem,30-04-2016,20:43,20,Evening,Saturday,1,Spring,4,1.1,Medium,3.2,20.6,1.3
Harlem,Murray Hill,09-04-2016,21:01,21,Evening,Saturday,1,Spring,1,2.13,Low,16.0,8.0,1.0
Bedford-Stuyvesant,Clinton Hill,06-06-2016,09:17,9,Morning,Monday,0,Summer,1,0.83,High,6.0,8.3,1.8
Upper West Side,Midtown,23-05-2016,08:34,8,Morning,Monday,0,Spring,1,1.82,High,8.6,12.7,1.8
Upper West Side,Fort Greene,08-06-2016,19:29,19,Evening,Wednesday,0,Summer,5,2.43,High,12.5,11.7,1.8
Park Slope,Murray Hill,27-02-2016,17:52,17,Afternoon,Saturday,1,Winter,1,2.67,High,11.3,14.2,1.8
East Harlem,Williamsburg,23-04-2016,13:32,13,Afternoon,Saturday,1,Spring,4,5.39,Low,12.1,26.7,1.0
Bedford-Stuyvesant,Upper West Side,01-04-2016,14:42,14,Afternoon,Friday,0,Spring,1,2.31,Low,10.2,13.6,1.0
Upper West Side,West Village,19-02-2016,17:34,17,Afternoon,Friday,0,Winter,2,1.35,High,4.0,20.2,1.8
Hell's Kitchen,Upper West Side,14-02-2016,16:11,16,Afternoon,Sunday,1,Winter,1,2.64,Medium,6.5,24.4,1.3
Windsor Terrace,Kensington,02-06-2016,23:01,23,Evening,Thursday,0,Summer,1,3.43,Low,22.7,9.1,1.0
South Slope,Upper West Side,12-03-2016,15:38,15,Afternoon,Saturday,1,Spring,1,1.33,Low,5.2,15.3,1.0
East Harlem,Bedford-Stuyvesant,15-05-2016,15:50,15,Afternoon,Sunday,1,Spring,1,1.18,Low,6.5,10.9,1.0
Bedford-Stuyvesant,Harlem,15-03-2016,16:57,16,Afternoon,Tuesday,0,Spring,1,1.33,Medium,6.0,13.3,1.3
Chinatown,East Harlem,08-05-2016,20:50,20,Evening,Sunday,1,Spring,1,1.6,Medium,6.3,15.2,1.3
Upper West Side,East Harlem,05-06-2016,18:09,18,Evening,Sunday,1,Summer,1,1.0,High,2.6,23.1,1.8
Park Slope,East Harlem,22-06-2016,00:09,0,Night,Wednesday,0,Summer,1,3.47,Low,9.2,22.6,1.0
East Harlem,West Village,21-05-2016,13:37,13,Afternoon,Saturday,1,Spring,1,1.6,Low,4.8,20.0,1.0
Park Slope,Murray Hill,05-01-2016,23:36,23,Evening,Tuesday,0,Winter,1,2.18,Low,8.4,15.6,1.0
Chinatown,South Slope,14-01-2016,22:43,22,Evening,Thursday,0,Winter,1,6.38,Low,15.9,24.1,1.0
Harlem,Hell's Kitchen,15-04-2016,15:13,15,Afternoon,Friday,0,Spring,1,1.88,Low,8.5,13.3,1.0
Fort Hamilton,Grymes Hill,16-03-2016,10:50,10,Morning,Wednesday,0,Spring,1,2.06,Medium,16.8,7.4,1.3
South Slope,East Harlem,21-01-2016,22:06,22,Evening,Thursday,0,Winter,2,1.85,Low,5.1,21.8,1.0
Upper West Side,Upper West Side,09-03-2016,17:59,17,Afternoon,Wednesday,0,Spring,2,7.03,High,26.0,16.2,1.8
Upper West Side,Williamsburg,18-06-2016,10:02,10,Morning,Saturday,1,Summer,1,3.5,Medium,6.8,30.9,1.3
Clinton Hill,East Harlem,08-02-2016,14:04,14,Afternoon,Monday,0,Winter,3,2.01,Low,9.2,13.1,1.0
Oakwood,Bensonhurst,08-03-2016,11:26,11,Morning,Tuesday,0,Spring,1,11.35,Low,47.0,14.5,1.0
Upper West Side,Clinton Hill,24-04-2016,13:07,13,Afternoon,Sunday,1,Spring,1,4.22,Low,16.9,15.0,1.0
East Harlem,Harlem,13-05-2016,18:58,18,Evening,Friday,0,Spring,2,4.23,High,37.7,6.7,1.8
Murray Hill,Williamsburg,27-02-2016,22:51,22,Evening,Saturday,1,Winter,2,2.25,Low,13.0,10.4,1.0
Upper West Side,Greenpoint,14-02-2016,11:32,11,Morning,Sunday,1,Winter,2,4.52,Low,20.1,13.5,1.0
Inwood,East Harlem,14-05-2016,00:13,0,Night,Saturday,1,Spring,1,8.97,Low,28.2,19.1,1.0
West Village,East Harlem,06-06-2016,10:47,10,Morning,Monday,0,Summer,2,3.38,Medium,21.5,9.4,1.3
Upper West Side,Park Slope,08-01-2016,08:10,8,Morning,Friday,0,Winter,1,0.75,High,2.8,16.1,1.8
Fort Greene,East Harlem,21-05-2016,20:27,20,Evening,Saturday,1,Spring,1,1.15,Medium,11.8,5.8,1.3
Park Slope,East Harlem,08-04-2016,12:42,12,Afternoon,Friday,0,Spring,2,6.66,Low,21.4,18.7,1.0
Arden Heights,Midwood,29-03-2016,21:34,21,Evening,Tuesday,0,Spring,1,12.52,Low,23.3,32.2,1.0
Harlem,Chinatown,16-01-2016,22:26,22,Evening,Saturday,1,Winter,2,1.89,Low,8.7,13.0,1.0
Upper West Side,Upper West Side,08-03-2016,14:23,14,Afternoon,Tuesday,0,Spring,1,1.95,Low,9.7,12.1,1.0
Bedford-Stuyvesant,Upper West Side,02-02-2016,18:44,18,Evening,Tuesday,0,Winter,5,2.44,High,16.2,9.0,1.8
Fort Greene,Fort Greene,17-03-2016,17:48,17,Afternoon,Thursday,0,Spring,1,2.86,High,14.4,11.9,1.8
Harlem,Clinton Hill,10-03-2016,20:00,20,Evening,Thursday,0,Spring,5,1.94,Medium,13.5,8.6,1.3
Kensington,Harlem,04-06-2016,23:31,23,Evening,Saturday,1,Summer,1,5.92,Low,14.0,25.4,1.0
Bedford-Stuyvesant,Kensington,11-03-2016,13:13,13,Afternoon,Friday,0,Spring,1,1.06,Low,9.7,6.6,1.0
Bedford-Stuyvesant,Bedford-Stuyvesant,12-02-2016,22:06,22,Evening,Friday,0,Winter,2,2.11,Low,18.4,6.9,1.0
Hell's Kitchen,Upper West Side,23-01-2016,03:05,3,Night,Saturday,1,Winter,2,4.18,Low,14.1,17.8,1.0
Harlem,East Harlem,24-06-2016,12:36,12,Afternoon,Friday,0,Summer,1,4.42,Low,23.6,11.2,1.0
Williamsburg,Harlem,23-04-2016,22:27,22,Evening,Saturday,1,Spring,4,8.06,Low,32.4,14.9,1.0
Fort Greene,Park Slope,12-04-2016,21:10,21,Evening,Tuesday,0,Spring,1,3.7,Low,8.8,25.2,1.0
Harlem,Harlem,02-05-2016,08:20,8,Morning,Monday,0,Spring,1,3.78,High,16.4,13.8,1.8
Hell's Kitchen,Upper West Side,07-06-2016,18:06,18,Evening,Tuesday,0,Summer,5,0.5,High,2.2,13.6,1.8
West Village,Fort Greene,29-04-2016,10:02,10,Morning,Friday,0,Spring,2,2.26,Medium,15.0,9.0,1.3
South Slope,Harlem,13-04-2016,12:28,12,Afternoon,Wednesday,0,Spring,1,2.97,Low,31.4,5.7,1.0
Bedford-Stuyvesant,Murray Hill,22-05-2016,22:35,22,Evening,Sunday,1,Spring,1,1.05,Low,4.4,14.3,1.0
West Village,Chinatown,26-01-2016,10:34,10,Morning,Tuesday,0,Winter,1,0.82,Medium,11.1,4.4,1.3
Harlem,Harlem,14-02-2016,14:38,14,Afternoon,Sunday,1,Winter,1,0.56,Low,12.2,2.8,1.0
East Harlem,Hell's Kitchen,08-06-2016,08:18,8,Morning,Wednesday,0,Summer,1,1.61,High,9.0,10.7,1.8
East Harlem,Upper West Side,28-04-2016,20:03,20,Evening,Thursday,0,Spring,1,3.01,Medium,9.6,18.8,1.3
Bay Ridge,Grymes Hill,09-02-2016,20:13,20,Evening,Tuesday,0,Winter,1,1.05,Medium,4.2,15.0,1.3
East Harlem,Kensington,03-02-2016,15:41,15,Afternoon,Wednesday,0,Winter,5,1.91,Low,12.7,9.0,1.0
Crown Heights,Chinatown,27-03-2016,15:06,15,Afternoon,Sunday,1,Spring,1,1.39,Low,6.6,12.6,1.0
Tottenville,Great Kills,01-05-2016,21:17,21,Evening,Sunday,1,Spring,2,22.95,Low,35.4,38.9,1.0
Upper West Side,East Harlem,06-06-2016,20:12,20,Evening,Monday,0,Summer,2,0.41,Medium,2.1,11.7,1.3
South Slope,South Slope,26-02-2016,21:47,21,Evening,Friday,0,Winter,1,0.88,Low,2.6,20.3,1.0
Upper West Side,East Harlem,29-01-2016,10:59,10,Morning,Friday,0,Winter,1,3.65,Medium,9.9,22.1,1.3
Greenpoint,Upper West Side,05-05-2016,08:27,8,Morning,Thursday,0,Spring,1,0.6,High,4.0,9.0,1.8
Arden Heights,Canarsie,26-06-2016,21:22,21,Evening,Sunday,1,Summer,5,12.7,Low,17.8,42.8,1.0
Fort Greene,Harlem,15-05-2016,14:41,14,Afternoon,Sunday,1,Spring,1,1.5,Low,6.2,14.5,1.0
Inwood,Upper West Side,17-06-2016,15:43,15,Afternoon,Friday,0,Summer,2,4.92,Low,28.5,10.4,1.0
Bedford-Stuyvesant,Upper West Side,23-04-2016,14:52,14,Afternoon,Saturday,1,Spring,1,0.82,Low,3.7,13.3,1.0
East Harlem,East Harlem,12-05-2016,12:44,12,Afternoon,Thursday,0,Spring,2,1.42,Low,6.8,12.5,1.0
Chinatown,Bedford-Stuyvesant,15-03-2016,00:44,0,Night,Tuesday,0,Spring,1,8.68,Low,20.1,25.9,1.0
Fort Hamilton,Bath Beach,14-05-2016,07:27,7,Morning,Saturday,1,Spring,2,4.75,Medium,12.5,22.8,1.3
East Harlem,East Harlem,21-03-2016,18:14,18,Evening,Monday,0,Spring,1,5.15,High,21.8,14.2,1.8
Kensington,Bedford-Stuyvesant,10-02-2016,13:38,13,Afternoon,Wednesday,0,Winter,5,1.21,Low,19.8,3.7,1.0
South Slope,West Village,20-04-2016,18:27,18,Evening,Wednesday,0,Spring,1,8.05,High,30.4,15.9,1.8
East Harlem,Fort Greene,27-03-2016,14:21,14,Afternoon,Sunday,1,Spring,2,3.6,Low,15.0,14.4,1.0
Bedford-Stuyvesant,Hell's Kitchen,06-02-2016,01:34,1,Night,Saturday,1,Winter,4,2.11,Low,10.2,12.4,1.0
Upper West Side,Midtown,17-04-2016,22:11,22,Evening,Sunday,1,Spring,1,2.05,Low,9.8,12.6,1.0
Murray Hill,Murray Hill,13-04-2016,17:36,17,Afternoon,Wednesday,0,Spring,1,2.59,High,6.9,22.5,1.8
East Harlem,Upper West Side,18-04-2016,19:12,19,Evening,Monday,0,Spring,1,3.09,High,19.3,9.6,1.8
Chinatown,West Village,18-05-2016,07:48,7,Morning,Wednesday,0,Spring,1,1.53,Medium,11.7,7.8,1.3
Tottenville,Eltingville,04-03-2016,18:53,18,Evening,Friday,0,Spring,5,23.45,High,48.2,29.2,1.8
West Village,South Slope,08-01-2016,17:25,17,Afternoon,Friday,0,Winter,6,3.01,High,14.6,12.4,1.8
Hell's Kitchen,West Village,12-03-2016,13:27,13,Afternoon,Saturday,1,Spring,1,0.88,Low,3.9,13.5,1.0
Fort Greene,Chinatown,11-05-2016,12:59,12,Afternoon,Wednesday,0,Spring,1,2.87,Low,30.9,5.6,1.0
Hell's Kitchen,South Slope,20-05-2016,02:33,2,Night,Friday,0,Spring,1,3.54,Low,15.1,14.1,1.0
Upper West Side,Bedford-Stuyvesant,29-03-2016,12:58,12,Afternoon,Tuesday,0,Spring,1,0.7,Low,7.6,5.5,1.0
West Village,Kensington,29-05-2016,09:47,9,Morning,Sunday,1,Spring,2,1.0,High,4.8,12.5,1.8
Harlem,Bushwick,24-06-2016,20:34,20,Evening,Friday,0,Summer,4,2.1,Medium,17.2,7.3,1.3
Harlem,Fort Greene,03-01-2016,04:46,4,Night,Sunday,1,Winter,2,8.78,Low,23.0,22.9,1.0
Clinton Hill,Hell's Kitchen,17-05-2016,23:50,23,Evening,Tuesday,0,Spring,1,2.6,Low,8.6,18.1,1.0
South Slope,Upper West Side,14-06-2016,14:08,14,Afternoon,Tuesday,0,Summer,1,0.8,Low,3.6,13.3,1.0
Upper West Side,Upper West Side,27-04-2016,18:37,18,Evening,Wednesday,0,Spring,1,4.14,High,29.8,8.3,1.8
Crown Heights,Upper West Side,05-02-2016,21:19,21,Evening,Friday,0,Winter,5,10.68,Low,22.9,28.0,1.0
Arverne,Rockaway Beach,30-05-2016,11:09,11,Morning,Monday,0,Spring,1,6.98,Low,15.4,27.2,1.0
Upper West Side,Harlem,06-06-2016,17:43,17,Afternoon,Monday,0,Summer,2,0.39,High,3.2,7.3,1.8
Williamsburg,Park Slope,19-03-2016,22:13,22,Evening,Saturday,1,Spring,1,0.5,Low,2.2,13.6,1.0
Chinatown,Clinton Hill,08-04-2016,08:37,8,Morning,Friday,0,Spring,1,1.15,High,8.4,8.2,1.8
Bedford-Stuyvesant,Bedford-Stuyvesant,26-01-2016,08:38,8,Morning,Tuesday,0,Winter,1,1.38,High,6.7,12.4,1.8
Kensington,West Village,11-05-2016,11:48,11,Morning,Wednesday,0,Spring,1,1.8,Low,5.3,20.4,1.0
Bedford-Stuyvesant,South Slope,31-01-2016,22:43,22,Evening,Sunday,1,Winter,1,3.04,Low,12.5,14.6,1.0
Upper West Side,Clinton Hill,04-06-2016,07:35,7,Morning,Saturday,1,Summer,1,3.29,Medium,17.3,11.4,1.3
Murray Hill,Midtown,28-06-2016,07:46,7,Morning,Tuesday,0,Summer,1,2.58,Medium,13.2,11.7,1.3
Bedford-Stuyvesant,Upper West Side,02-01-2016,13:58,13,Afternoon,Saturday,1,Winter,2,1.93,Low,7.2,16.1,1.0
East Harlem,Harlem,18-04-2016,17:14,17,Afternoon,Monday,0,Spring,1,1.67,High,5.3,18.9,1.8
Tottenville,Tottenville,29-02-2016,21:25,21,Evening,Monday,0,Winter,1,18.07,Low,23.1,46.9,1.0
Arden Heights,Far Rockaway,11-03-2016,18:48,18,Evening,Friday,0,Spring,1,10.9,High,30.2,21.7,1.8
East Harlem,Bedford-Stuyvesant,06-01-2016,11:01,11,Morning,Wednesday,0,Winter,1,1.95,Low,10.7,10.9,1.0
Bedford-Stuyvesant,Upper West Side,12-01-2016,16:49,16,Afternoon,Tuesday,0,Winter,2,0.97,Medium,4.0,14.6,1.3
East Harlem,Hell's Kitchen,07-04-2016,18:16,18,Evening,Thursday,0,Spring,1,1.97,High,10.5,11.3,1.8
Flatlands,Arverne,09-02-2016,20:10,20,Evening,Tuesday,0,Winter,3,2.07,Medium,10.0,12.4,1.3
Upper West Side,Midtown,25-02-2016,15:03,15,Afternoon,Thursday,0,Winter,1,1.84,Low,19.4,5.7,1.0
Fort Greene,Bedford-Stuyvesant,19-05-2016,18:51,18,Evening,Thursday,0,Spring,4,1.63,High,11.6,8.4,1.8
