pickup_location,drop_location,pickup_hour,weekday,is_weekend,season,trip_distance_km,traffic_level,passenger_count,surge_multiplier
Inwood,East Village,7,Tuesday,0,Spring,0.26,Medium,1,1.3
Clinton Hill,East Village,23,Monday,0,Winter,2.08,Low,1,1.0
Midtown,Upper West Side,0,Monday,0,Winter,8.48,Low,3,1.0
Park Slope,Harlem,9,Wednesday,0,Summer,0.77,High,1,1.8
Harlem,Fort Greene,15,Friday,0,Summer,3.41,Low,1,1.0
Neponsit,Far Rockaway,17,Friday,0,Spring,10.82,High,1,1.8
South Slope,Upper West Side,18,Thursday,0,Spring,4.6,High,1,1.8
Harlem,Harlem,5,Monday,0,Spring,3.38,Low,1,1.0
Bedford-Stuyvesant,Harlem,21,Monday,0,Winter,3.68,Low,1,1.0
Bedford-Stuyvesant,Greenpoint,19,Thursday,0,Spring,1.15,High,5,1.8
Upper West Side,Harlem,21,Monday,0,Spring,0.28,Low,1,1.0
Upper West Side,Kensington,9,Tuesday,0,Summer,3.47,High,1,1.8
Fort Hamilton,Bensonhurst,11,Monday,0,Spring,2.04,Low,6,1.0
Harlem,Bedford-Stuyvesant,8,Thursday,0,Winter,5.17,High,1,1.8
Hell's Kitchen,Harlem,12,Sunday,1,Winter,1.8,Low,1,1.0
Bedford-Stuyvesant,Fort Greene,17,Monday,0,Spring,4.46,High,2,1.8
Harlem,Upper West Side,23,Wednesday,0,Winter,3.9,Low,5,1.0
East Harlem,Upper West Side,18,Sunday,1,Summer,2.21,High,5,1.8
Williamsburg,Upper West Side,18,Sunday,1,Winter,3.73,High,1,1.8
East Harlem,Upper West Side,19,Thursday,0,Spring,1.37,High,5,1.8
Harlem,Midtown,12,Tuesday,0,Spring,3.04,Low,5,1.0
Harlem,Fort Greene,22,Tuesday,0,Spring,6.56,Low,1,1.0
Oakwood,South Beach,14,Sunday,1,Spring,16.16,Low,1,1.0
Inwood,Upper West Side,12,Tuesday,0,Spring,2.09,Low,2,1.0
West Village,Park Slope,23,Saturday,1,Spring,1.13,Low,1,1.0
Harlem,Upper West Side,3,Saturday,1,Spring,1.77,Low,1,1.0
Bedford-Stuyvesant,Fort Greene,15,Monday,0,Spring,3.4,Low,5,1.0
South Slope,Harlem,7,Wednesday,0,Spring,1.41,Medium,1,1.3
Kensington,Harlem,18,Thursday,0,Spring,12.39,High,1,1.8
West Village,Bedford-Stuyvesant,19,Tuesday,0,Spring,2.05,High,1,1.8
Gravesend,East Flatbush,20,Tuesday,0,Spring,2.9,Medium,1,1.3
Clinton Hill,Upper West Side,2,Friday,0,Spring,9.21,Low,1,1.0
Upper West Side,Hell's Kitchen,22,Tuesday,0,Spring,1.78,Low,2,1.0
Kensington,East Harlem,14,Sunday,1,Spring,3.79,Low,2,1.0
West Village,Upper West Side,19,Saturday,1,Spring,2.15,High,1,1.8
Fort Hamilton,Bensonhurst,12,Friday,0,Spring,1.79,Low,1,1.0
East Harlem,South Slope,2,Sunday,1,Winter,0.78,Low,1,1.0
Kensington,Fort Greene,15,Wednesday,0,Winter,1.3,Low,1,1.0
East Harlem,East Harlem,17,Saturday,1,Spring,1.34,High,5,1.8
East Harlem,East Harlem,21,Thursday,0,Summer,2.83,Low,1,1.0
East Harlem,Windsor Terrace,20,Monday,0,Winter,0.97,Medium,1,1.3
Murray Hill,Upper West Side,19,Monday,0,Winter,3.21,High,1,1.8
Clinton Hill,East Harlem,19,Saturday,1,Winter,3.9,High,1,1.8
Bedford-Stuyvesant,Bedford-Stuyvesant,6,Wednesday,0,Winter,4.64,Low,1,1.0
Williamsburg,Bedford-Stuyvesant,17,Wednesday,0,Spring,2.79,High,1,1.8
Murray Hill,Clinton Hill,12,Thursday,0,Winter,1.8,Low,1,1.0
South Slope,Upper West Side,7,Thursday,0,Winter,1.88,Medium,3,1.3
Inwood,Hell's Kitchen,8,Sunday,1,Winter,1.27,High,1,1.8
Upper West Side,Harlem,22,Monday,0,Winter,1.34,Low,2,1.0
Chelsea,Murray Hill,22,Saturday,1,Winter,2.65,Low,2,1.0
Clinton Hill,East Harlem,13,Thursday,0,Spring,3.86,Low,1,1.0
East Harlem,Fort Greene,22,Saturday,1,Winter,2.86,Low,2,1.0
Harlem,Fort Greene,21,Sunday,1,Spring,1.62,Low,1,1.0
Bedford-Stuyvesant,Kensington,8,Friday,0,Winter,3.0,High,1,1.8
Midtown,Fort Greene,22,Friday,0,Spring,2.78,Low,1,1.0
Kensington,Murray Hill,7,Saturday,1,Summer,1.52,Medium,1,1.3
Kensington,Kensington,16,Friday,0,Summer,1.23,Medium,1,1.3
South Slope,Midtown,16,Saturday,1,Spring,4.91,Medium,1,1.3
South Slope,Upper West Side,10,Monday,0,Spring,3.26,Medium,2,1.3
Upper West Side,Bedford-Stuyvesant,23,Wednesday,0,Winter,1.43,Low,1,1.0
Murray Hill,East Harlem,2,Thursday,0,Summer,1.59,Low,1,1.0
Hell's Kitchen,East Harlem,22,Tuesday,0,Winter,3.66,Low,1,1.0
Harlem,East Harlem,13,Monday,0,Winter,2.76,Low,1,1.0
East Harlem,Harlem,8,Monday,0,Summer,7.77,High,1,1.8
Tottenville,Huguenot,16,Wednesday,0,Spring,24.63,Medium,1,1.3
East Harlem,Harlem,17,Sunday,1,Spring,1.99,High,1,1.8
East Harlem,Harlem,19,Tuesday,0,Winter,1.35,High,1,1.8
East Harlem,Upper West Side,19,Thursday,0,Winter,4.25,High,1,1.8
Bensonhurst,Arrochar,23,Saturday,1,Spring,3.96,Low,1,1.0
Harlem,West Village,0,Sunday,1,Spring,1.06,Low,1,1.0
Bay Ridge,Arrochar,22,Thursday,0,Summer,2.85,Low,2,1.0
Upper West Side,East Harlem,18,Tuesday,0,Summer,1.14,High,3,1.8
Harlem,Midtown,21,Monday,0,Summer,3.23,Low,1,1.0
Clinton Hill,Murray Hill,13,Wednesday,0,Spring,2.76,Low,1,1.0
Harlem,East Harlem,6,Tuesday,0,Spring,3.04,Low,1,1.0
East Harlem,Bedford-Stuyvesant,22,Thursday,0,Winter,2.25,Low,5,1.0
Clinton Hill,Fort Greene,22,Wednesday,0,Spring,1.05,Low,1,1.0
Harlem,Upper West Side,19,Sunday,1,Spring,4.86,High,1,1.8
East Harlem,Murray Hill,22,Saturday,1,Winter,2.33,Low,3,1.0
South Slope,Park Slope,13,Friday,0,Spring,0.97,Low,5,1.0
Clinton Hill,Inwood,1,Sunday,1,Spring,1.52,Low,1,1.0
South Slope,Kensington,8,Monday,0,Spring,2.52,High,1,1.8
West Village,Upper West Side,18,Tuesday,0,Spring,2.78,High,1,1.8
East Harlem,Park Slope,21,Wednesday,0,Spring,1.43,Low,1,1.0
Upper West Side,Harlem,0,Saturday,1,Winter,10.07,Low,2,1.0
Chelsea,South Slope,7,Sunday,1,Spring,1.36,Medium,1,1.3
Tottenville,Huguenot,7,Friday,0,Winter,19.24,Medium,2,1.3
Chelsea,Crown Heights,19,Friday,0,Summer,1.16,High,1,1.8
Kensington,Park Slope,17,Saturday,1,Winter,1.28,High,2,1.8
Midtown,Hell's Kitchen,23,Tuesday,0,Spring,12.36,Low,1,1.0
Tottenville,Rossville,0,Wednesday,0,Spring,19.8,Low,1,1.0
Harlem,Harlem,14,Tuesday,0,Spring,0.76,Low,1,1.0
Clinton Hill,East Harlem,3,Sunday,1,Summer,0.07,Low,1,1.0
South Slope,South Slope,13,Sunday,1,Winter,3.52,Low,1,1.0
East Harlem,Flatbush,18,Sunday,1,Spring,3.03,High,1,1.8
East Harlem,East Harlem,14,Thursday,0,Spring,3.03,Low,1,1.0
West Village,Harlem,9,Friday,0,Summer,4.05,High,1,1.8
Tottenville,Eltingville,19,Tuesday,0,Spring,21.04,High,2,1.8
South Slope,Upper West Side,16,Tuesday,0,Spring,2.16,Medium,2,1.3
South Slope,Murray Hill,12,Monday,0,Spring,2.38,Low,2,1.0
West Village,West Village,21,Tuesday,0,Spring,1.68,Low,1,1.0
Midwood,Bensonhurst,11,Friday,0,Spring,2.77,Low,1,1.0
Chinatown,East Harlem,4,Tuesday,0,Spring,6.16,Low,1,1.0
West Village,Midtown,15,Friday,0,Spring,4.86,Low,1,1.0
Upper West Side,West Village,13,Friday,0,Spring,1.7,Low,2,1.0
South Slope,Fort Greene,19,Sunday,1,Winter,1.25,High,2,1.8
Great Kills,Far Rockaway,8,Thursday,0,Spring,18.07,High,1,1.8
Concord,Bergen Beach,13,Wednesday,0,Spring,1.66,Low,1,1.0
Sheepshead Bay,Midwood,13,Monday,0,Spring,1.56,Low,2,1.0
West Village,Kensington,9,Thursday,0,Spring,1.2,High,1,1.8
Tottenville,Tottenville,10,Tuesday,0,Winter,25.78,Medium,1,1.3
Harlem,East Harlem,22,Wednesday,0,Spring,5.02,Low,2,1.0
South Slope,Midtown,11,Friday,0,Winter,0.86,Low,1,1.0
East Harlem,East Harlem,14,Thursday,0,Spring,1.85,Low,1,1.0
Bedford-Stuyvesant,Upper West Side,15,Tuesday,0,Winter,3.38,Low,1,1.0
Harlem,Williamsburg,10,Friday,0,Winter,5.57,Medium,2,1.3
Hell's Kitchen,Park Slope,19,Tuesday,0,Spring,10.33,High,1,1.8
Bedford-Stuyvesant,Harlem,19,Thursday,0,Spring,3.18,High,5,1.8
West Village,East Harlem,8,Friday,0,Winter,0.93,High,2,1.8
Murray Hill,Kensington,7,Tuesday,0,Spring,1.5,Medium,1,1.3
Stapleton,Gravesend,12,Sunday,1,Spring,4.2,Low,2,1.0
Kensington,East Harlem,20,Saturday,1,Spring,0.96,Medium,3,1.3
Tottenville,Prince's Bay,6,Wednesday,0,Spring,12.84,Low,1,1.0
Greenpoint,Kensington,17,Wednesday,0,Winter,1.48,High,1,1.8
Bedford-Stuyvesant,Inwood,0,Sunday,1,Summer,3.87,Low,6,1.0
Arden Heights,Flatlands,11,Wednesday,0,Spring,12.49,Low,2,1.0
East Harlem,Upper West Side,14,Tuesday,0,Spring,2.27,Low,1,1.0
Harlem,Bedford-Stuyvesant,10,Thursday,0,Spring,1.17,Medium,1,1.3
Edgemere,Mill Basin,6,Friday,0,Winter,3.85,Low,1,1.0
Fort Greene,East Harlem,18,Friday,0,Winter,1.99,High,1,1.8
Greenpoint,Greenpoint,2,Friday,0,Winter,0.0,Low,1,1.0
Long Island City,Harlem,21,Sunday,1,Spring,2.38,Low,1,1.0
Gravesend,Bensonhurst,18,Wednesday,0,Summer,0.99,High,2,1.8
Chelsea,Crown Heights,16,Wednesday,0,Winter,1.6,Medium,1,1.3
Bedford-Stuyvesant,Upper West Side,21,Saturday,1,Winter,0.93,Low,1,1.0
Williamsburg,Upper West Side,3,Saturday,1,Spring,1.83,Low,1,1.0
Bedford-Stuyvesant,Upper West Side,21,Friday,0,Winter,3.75,Low,1,1.0
Harlem,Chinatown,23,Thursday,0,Summer,6.47,Low,5,1.0
Great Kills,Tottenville,22,Tuesday,0,Spring,11.68,Low,1,1.0
Park Slope,Harlem,22,Thursday,0,Winter,4.15,Low,1,1.0
Harlem,East Harlem,13,Tuesday,0,Spring,3.03,Low,4,1.0
East Harlem,Inwood,1,Saturday,1,Spring,2.91,Low,1,1.0
Great Kills,Tottenville,17,Tuesday,0,Winter,24.41,High,1,1.8
Gravesend,Bay Ridge,10,Monday,0,Spring,1.97,Medium,1,1.3
Crown Heights,Hell's Kitchen,16,Monday,0,Winter,1.27,Medium,1,1.3
Bedford-Stuyvesant,Bedford-Stuyvesant,9,Monday,0,Spring,2.01,High,1,1.8
Fort Hamilton,Grymes Hill,14,Friday,0,Spring,4.73,Low,2,1.0
Clinton Hill,Midtown,15,Wednesday,0,Spring,1.54,Low,1,1.0
East Harlem,Upper West Side,22,Thursday,0,Summer,2.28,Low,1,1.0
Upper West Side,Harlem,19,Thursday,0,Summer,7.18,High,1,1.8
Woodrow,Tottenville,2,Sunday,1,Winter,11.94,Low,4,1.0
East Harlem,Upper West Side,22,Tuesday,0,Spring,2.87,Low,1,1.0
Kensington,Greenpoint,18,Friday,0,Winter,3.02,High,2,1.8
East Harlem,Clinton Hill,9,Thursday,0,Winter,1.44,High,1,1.8
Upper West Side,Harlem,11,Thursday,0,Spring,2.93,Low,5,1.0
Emerson Hill,Westerleigh,13,Sunday,1,Spring,1.99,Low,1,1.0
Upper West Side,Fort Greene,16,Tuesday,0,Winter,2.06,Medium,1,1.3
Williamsburg,Upper West Side,19,Friday,0,Winter,1.87,High,1,1.8
Upper West Side,Midtown,18,Wednesday,0,Spring,1.43,High,1,1.8
Great Kills,Arrochar,17,Sunday,1,Summer,16.27,High,2,1.8
Midwood,Arverne,12,Sunday,1,Spring,3.92,Low,1,1.0
Harlem,Clinton Hill,16,Wednesday,0,Winter,1.29,Medium,1,1.3
Upper West Side,Upper West Side,12,Wednesday,0,Spring,1.1,Low,1,1.0
South Slope,Chinatown,22,Thursday,0,Winter,1.72,Low,1,1.0
Stapleton,Prince's Bay,20,Monday,0,Winter,25.02,Medium,1,1.3
South Slope,Chinatown,14,Tuesday,0,Spring,2.01,Low,1,1.0
Crown Heights,Bedford-Stuyvesant,23,Saturday,1,Spring,0.82,Low,3,1.0
Williamsburg,Harlem,6,Tuesday,0,Spring,4.3,Low,1,1.0
Prince's Bay,Tottenville,11,Tuesday,0,Summer,27.23,Low,1,1.0
Clinton Hill,East Harlem,13,Saturday,1,Spring,3.11,Low,1,1.0
Harlem,East Harlem,23,Friday,0,Summer,2.94,Low,1,1.0
East Harlem,Fort Greene,9,Wednesday,0,Spring,5.97,High,1,1.8
Harlem,Greenpoint,15,Saturday,1,Winter,0.94,Low,1,1.0
Clinton Hill,South Slope,22,Monday,0,Spring,1.08,Low,1,1.0
Harlem,Upper West Side,12,Thursday,0,Spring,3.63,Low,1,1.0
Inwood,East Harlem,16,Thursday,0,Spring,2.78,Medium,1,1.3
Harlem,East Harlem,9,Sunday,1,Winter,1.4,High,1,1.8
South Slope,Upper West Side,12,Saturday,1,Spring,0.2,Low,1,1.0
Inwood,Bedford-Stuyvesant,15,Sunday,1,Winter,2.86,Low,2,1.0
Chinatown,Bedford-Stuyvesant,18,Wednesday,0,Spring,2.84,High,1,1.8
Sheepshead Bay,Arverne,18,Tuesday,0,Winter,1.55,High,1,1.8
Upper West Side,Fort Greene,20,Thursday,0,Summer,0.92,Medium,1,1.3
Murray Hill,Bedford-Stuyvesant,15,Tuesday,0,Summer,1.33,Low,1,1.0
Bedford-Stuyvesant,Murray Hill,6,Thursday,0,Spring,2.0,Low,1,1.0
Upper West Side,Upper West Side,17,Thursday,0,Spring,2.37,High,1,1.8
West Village,Harlem,9,Friday,0,Summer,2.16,High,2,1.8
Harlem,Upper West Side,18,Tuesday,0,Summer,2.02,High,6,1.8
Upper West Side,Clinton Hill,17,Wednesday,0,Spring,0.88,High,4,1.8
Hell's Kitchen,Hell's Kitchen,4,Friday,0,Winter,3.42,Low,1,1.0
Hell's Kitchen,Fort Greene,16,Friday,0,Winter,5.24,Medium,1,1.3
Harlem,Bedford-Stuyvesant,17,Saturday,1,Winter,1.96,High,1,1.8
Greenpoint,Crown Heights,22,Thursday,0,Spring,1.89,Low,2,1.0
Coney Island,Sheepshead Bay,14,Friday,0,Spring,4.09,Low,3,1.0
Bedford-Stuyvesant,Crown Heights,19,Wednesday,0,Summer,3.64,High,1,1.8
Upper West Side,Park Slope,23,Sunday,1,Summer,2.51,Low,1,1.0
Upper West Side,Murray Hill,17,Sunday,1,Spring,3.34,High,3,1.8
Bedford-Stuyvesant,Bedford-Stuyvesant,0,Sunday,1,Spring,1.58,Low,1,1.0
South Slope,Hell's Kitchen,19,Friday,0,Summer,2.8,High,3,1.8
Clinton Hill,Murray Hill,22,Friday,0,Winter,1.38,Low,2,1.0
Midwood,Flatlands,16,Monday,0,Spring,1.56,Medium,1,1.3
Bedford-Stuyvesant,Upper West Side,22,Tuesday,0,Winter,9.55,Low,1,1.0
East Harlem,Murray Hill,22,Wednesday,0,Summer,6.65,Low,1,1.0
East Harlem,Upper West Side,13,Monday,0,Summer,2.29,Low,1,1.0
Hell's Kitchen,Upper West Side,17,Friday,0,Spring,0.94,High,5,1.8
West Village,Upper West Side,10,Saturday,1,Summer,4.31,Medium,2,1.3
Midtown,Kensington,16,Saturday,1,Winter,3.4,Medium,1,1.3
Upper West Side,Chinatown,22,Monday,0,Winter,1.87,Low,1,1.0
South Slope,Murray Hill,14,Thursday,0,Winter,0.24,Low,4,1.0
Bedford-Stuyvesant,Crown Heights,2,Saturday,1,Spring,2.83,Low,1,1.0
Murray Hill,Kensington,7,Tuesday,0,Spring,1.39,Medium,1,1.3
Rockaway Beach,Far Rockaway,16,Friday,0,Spring,1.35,Medium,1,1.3
East Harlem,Upper West Side,16,Saturday,1,Winter,1.03,Medium,1,1.3
East Harlem,Park Slope,4,Sunday,1,Summer,3.76,Low,1,1.0
Kensington,East Harlem,14,Wednesday,0,Summer,1.7,Low,1,1.0
Upper West Side,Upper West Side,20,Thursday,0,Winter,1.15,Medium,1,1.3
Harlem,West Village,11,Saturday,1,Spring,3.78,Low,6,1.0
Williamsburg,Murray Hill,23,Tuesday,0,Spring,1.53,Low,2,1.0
South Slope,Crown Heights,13,Friday,0,Winter,1.24,Low,6,1.0
East Harlem,East Harlem,0,Monday,0,Winter,0.89,Low,1,1.0
Harlem,Harlem,18,Wednesday,0,Summer,1.03,High,5,1.8
Harlem,South Slope,20,Tuesday,0,Winter,5.36,Medium,1,1.3
Harlem,Crown Heights,15,Wednesday,0,Winter,1.55,Low,1,1.0
Bayswater,Sheepshead Bay,15,Saturday,1,Summer,2.98,Low,1,1.0
Williamsburg,Hell's Kitchen,20,Friday,0,Winter,6.36,Medium,1,1.3
Hell's Kitchen,South Slope,17,Friday,0,Summer,1.32,High,1,1.8
East Harlem,East Harlem,6,Tuesday,0,Spring,1.95,Low,1,1.0
Upper West Side,Crown Heights,13,Saturday,1,Spring,2.92,Low,2,1.0
East Harlem,Clinton Hill,16,Monday,0,Summer,1.21,Medium,1,1.3
South Slope,East Harlem,23,Friday,0,Winter,4.92,Low,1,1.0
South Slope,Chinatown,19,Sunday,1,Spring,2.19,High,1,1.8
Midtown,Harlem,18,Thursday,0,Spring,2.81,High,1,1.8
Kensington,Bedford-Stuyvesant,18,Saturday,1,Spring,6.47,High,1,1.8
Upper West Side,Hell's Kitchen,10,Wednesday,0,Spring,1.69,Medium,1,1.3
Hell's Kitchen,Kensington,9,Wednesday,0,Spring,15.43,High,1,1.8
Williamsburg,Park Slope,18,Monday,0,Winter,0.9,High,1,1.8
Bedford-Stuyvesant,Upper West Side,23,Wednesday,0,Summer,9.19,Low,1,1.0
Harlem,Bedford-Stuyvesant,18,Wednesday,0,Spring,1.93,High,1,1.8
Clinton Hill,Bedford-Stuyvesant,8,Thursday,0,Winter,0.91,High,1,1.8
Upper West Side,Kensington,18,Sunday,1,Spring,1.9,High,2,1.8
Harlem,Upper West Side,13,Monday,0,Spring,1.44,Low,1,1.0
East Harlem,Murray Hill,9,Thursday,0,Spring,5.35,High,4,1.8
Murray Hill,Bedford-Stuyvesant,15,Saturday,1,Winter,1.18,Low,1,1.0
Woodrow,Tottenville,17,Thursday,0,Winter,16.56,High,1,1.8
East Harlem,Williamsburg,6,Saturday,1,Spring,1.31,Low,1,1.0
Upper West Side,Bedford-Stuyvesant,9,Friday,0,Winter,4.18,High,1,1.8
Greenpoint,Chelsea,10,Saturday,1,Spring,1.55,Medium,2,1.3
Hell's Kitchen,South Slope,11,Saturday,1,Winter,0.9,Low,1,1.0
Park Slope,Inwood,16,Sunday,1,Winter,2.44,Medium,1,1.3
Harlem,Harlem,20,Monday,0,Spring,3.29,Medium,2,1.3
West Village,Upper West Side,8,Friday,0,Spring,0.74,High,1,1.8
South Slope,Upper West Side,16,Friday,0,Spring,3.06,Medium,1,1.3
West Village,Harlem,12,Sunday,1,Spring,6.78,Low,1,1.0
Hell's Kitchen,Clinton Hill,20,Tuesday,0,Spring,4.16,Medium,1,1.3
South Slope,Harlem,9,Saturday,1,Winter,4.92,High,1,1.8
"Bay Terrace, Staten Island",Bensonhurst,20,Tuesday,0,Spring,16.59,Medium,1,1.3
Fort Greene,Park Slope,20,Wednesday,0,Spring,2.89,Medium,1,1.3
Rockaway Beach,Midwood,20,Wednesday,0,Spring,4.19,Medium,3,1.3
West Village,Hell's Kitchen,12,Tuesday,0,Summer,1.0,Low,1,1.0
Oakwood,Midwood,8,Monday,0,Spring,11.52,High,2,1.8
Midtown,Harlem,19,Saturday,1,Summer,1.86,High,2,1.8
Williamsburg,Windsor Terrace,21,Saturday,1,Summer,1.49,Low,1,1.0
Bedford-Stuyvesant,Williamsburg,21,Wednesday,0,Winter,1.98,Low,1,1.0
Upper West Side,Park Slope,20,Thursday,0,Spring,1.34,Medium,1,1.3
Bensonhurst,Tompkinsville,12,Sunday,1,Spring,3.45,Low,1,1.0
Chinatown,West Village,19,Saturday,1,Winter,1.09,High,2,1.8
West Village,Harlem,19,Friday,0,Spring,3.45,High,1,1.8
Crown Heights,West Village,20,Monday,0,Spring,4.43,Medium,1,1.3
Chelsea,Harlem,10,Wednesday,0,Summer,3.0,Medium,1,1.3
Chelsea,Bedford-Stuyvesant,19,Sunday,1,Spring,5.03,High,2,1.8
West Village,Clinton Hill,8,Saturday,1,Spring,1.01,High,1,1.8
Prince's Bay,Arden Heights,7,Wednesday,0,Spring,23.5,Medium,1,1.3
Fort Greene,Kensington,8,Tuesday,0,Winter,1.82,High,2,1.8
Midtown,South Slope,13,Wednesday,0,Summer,1.58,Low,1,1.0
Kensington,Harlem,5,Monday,0,Spring,2.33,Low,1,1.0
Harlem,Inwood,21,Tuesday,0,Winter,1.02,Low,1,1.0
Inwood,Williamsburg,11,Saturday,1,Spring,5.81,Low,1,1.0
Upper West Side,Inwood,11,Wednesday,0,Spring,1.78,Low,1,1.0
Inwood,Hell's Kitchen,21,Friday,0,Winter,3.0,Low,3,1.0
South Slope,Midtown,17,Thursday,0,Summer,2.37,High,5,1.8
Harlem,Harlem,22,Wednesday,0,Spring,1.7,Low,2,1.0
Kensington,Harlem,13,Tuesday,0,Winter,1.36,Low,1,1.0
Bedford-Stuyvesant,South Slope,18,Wednesday,0,Spring,2.69,High,1,1.8
Kensington,Bedford-Stuyvesant,8,Friday,0,Winter,3.52,High,1,1.8
Harlem,Harlem,2,Monday,0,Spring,2.73,Low,1,1.0
"Bay Terrace, Staten Island",Borough Park,22,Tuesday,0,Spring,11.67,Low,6,1.0
Clinton Hill,Park Slope,20,Saturday,1,Spring,2.69,Medium,2,1.3
East Harlem,Crown Heights,20,Wednesday,0,Spring,2.09,Medium,1,1.3
Harlem,Chelsea,22,Monday,0,Spring,2.31,Low,6,1.0
Arverne,Bay Ridge,6,Monday,0,Spring,4.54,Low,1,1.0
East Harlem,Bedford-Stuyvesant,17,Thursday,0,Winter,0.63,High,1,1.8
Hell's Kitchen,Upper West Side,15,Sunday,1,Winter,0.95,Low,3,1.0
Williamsburg,Upper West Side,18,Saturday,1,Spring,1.74,High,1,1.8
Kensington,Kensington,14,Tuesday,0,Spring,0.67,Low,5,1.0
East Flatbush,Far Rockaway,15,Tuesday,0,Spring,3.09,Low,3,1.0
South Slope,Hell's Kitchen,12,Saturday,1,Winter,1.33,Low,1,1.0
Upper West Side,Midtown,3,Sunday,1,Winter,3.91,Low,1,1.0
New Springville,Great Kills,5,Thursday,0,Spring,16.01,Low,1,1.0
Bedford-Stuyvesant,Chelsea,23,Friday,0,Winter,1.01,Low,2,1.0
East Harlem,East Harlem,11,Tuesday,0,Spring,1.08,Low,1,1.0
Upper West Side,Harlem,7,Thursday,0,Spring,3.22,Medium,1,1.3
Harlem,Hell's Kitchen,9,Tuesday,0,Summer,1.09,High,1,1.8
Murray Hill,Williamsburg,22,Thursday,0,Spring,3.84,Low,1,1.0
Tottenville,Eltingville,5,Sunday,1,Summer,20.69,Low,1,1.0
Inwood,Williamsburg,3,Friday,0,Spring,4.51,Low,1,1.0
Harlem,Chelsea,13,Wednesday,0,Spring,1.73,Low,1,1.0
Upper West Side,Bedford-Stuyvesant,3,Friday,0,Spring,6.85,Low,2,1.0
Far Rockaway,Arden Heights,5,Thursday,0,Spring,11.53,Low,1,1.0
Great Kills,Prince's Bay,13,Wednesday,0,Spring,24.91,Low,1,1.0
Upper West Side,South Slope,3,Friday,0,Summer,1.45,Low,1,1.0
Fort Greene,Upper West Side,17,Thursday,0,Winter,1.42,High,1,1.8
Williamsburg,Hell's Kitchen,23,Wednesday,0,Winter,0.79,Low,1,1.0
Harlem,Harlem,10,Tuesday,0,Spring,2.87,Medium,5,1.3
Upper West Side,East Harlem,12,Monday,0,Spring,2.13,Low,5,1.0
Harlem,Chinatown,13,Friday,0,Spring,1.16,Low,1,1.0
Harlem,Upper West Side,0,Sunday,1,Spring,1.37,Low,2,1.0
West Village,East Harlem,23,Saturday,1,Spring,0.73,Low,1,1.0
East Harlem,Kensington,2,Friday,0,Winter,6.38,Low,1,1.0
Harlem,Harlem,13,Friday,0,Winter,1.0,Low,1,1.0
Murray Hill,West Village,7,Wednesday,0,Summer,3.32,Medium,5,1.3
Hell's Kitchen,Harlem,9,Saturday,1,Spring,0.75,High,6,1.8
Murray Hill,Bedford-Stuyvesant,23,Sunday,1,Spring,0.6,Low,1,1.0
Harlem,Upper West Side,14,Saturday,1,Winter,1.54,Low,2,1.0
Tottenville,Woodrow,8,Sunday,1,Winter,25.77,High,5,1.8
East Harlem,West Village,9,Monday,0,Spring,1.0,High,1,1.8
Midtown,Harlem,20,Friday,0,Summer,2.02,Medium,1,1.3
Upper West Side,Williamsburg,23,Thursday,0,Spring,1.93,Low,2,1.0
Midtown,East Harlem,19,Monday,0,Summer,1.19,High,1,1.8
Hell's Kitchen,Harlem,16,Sunday,1,Spring,2.09,Medium,6,1.3
East Harlem,Clinton Hill,19,Thursday,0,Spring,0.8,High,6,1.8
Fort Hamilton,Sheepshead Bay,12,Wednesday,0,Summer,2.8,Low,1,1.0
Bedford-Stuyvesant,Bedford-Stuyvesant,13,Saturday,1,Winter,3.49,Low,1,1.0
East Harlem,Harlem,12,Tuesday,0,Winter,0.52,Low,1,1.0
Upper West Side,Bedford-Stuyvesant,14,Sunday,1,Spring,1.39,Low,1,1.0
East Harlem,East Harlem,21,Tuesday,0,Spring,7.33,Low,3,1.0
Williamsburg,Upper West Side,22,Saturday,1,Spring,1.07,Low,2,1.0
Upper West Side,Upper West Side,20,Wednesday,0,Spring,4.47,Medium,1,1.3
South Slope,Upper West Side,16,Monday,0,Spring,1.06,Medium,1,1.3
Fort Greene,South Slope,18,Tuesday,0,Spring,0.72,High,5,1.8
Hell's Kitchen,Upper West Side,19,Friday,0,Winter,1.36,High,1,1.8
Bedford-Stuyvesant,Fort Greene,14,Friday,0,Winter,2.75,Low,1,1.0
Kensington,Bedford-Stuyvesant,9,Sunday,1,Winter,0.61,High,1,1.8
East Harlem,East Harlem,17,Friday,0,Spring,1.24,High,1,1.8
Hell's Kitchen,South Slope,19,Saturday,1,Spring,4.83,High,1,1.8
Upper West Side,Harlem,7,Thursday,0,Winter,2.9,Medium,1,1.3
Upper West Side,Clinton Hill,23,Thursday,0,Spring,7.3,Low,1,1.0
Clifton,Bensonhurst,20,Monday,0,Spring,7.57,Medium,1,1.3
Fort Hamilton,Silver Lake,8,Monday,0,Spring,1.13,High,1,1.8
Tottenville,Great Kills,15,Saturday,1,Spring,24.44,Low,1,1.0
Chinatown,Chinatown,18,Monday,0,Winter,1.27,High,1,1.8
Williamsburg,Harlem,21,Friday,0,Winter,1.26,Low,1,1.0
Hell's Kitchen,East Harlem,8,Wednesday,0,Spring,1.5,High,1,1.8
Harlem,Bedford-Stuyvesant,19,Sunday,1,Summer,1.93,High,1,1.8
Fort Greene,Upper West Side,17,Sunday,1,Spring,1.1,High,1,1.8
