trip_id,pickup_location,drop_location,pickup_date,pickup_time,pickup_hour,time_of_day,weekday,is_weekend,season,passenger_count,trip_distance_km,traffic_level,actual_eta_minutes,average_speed,surge_multiplier
id3698506,Upper West Side,Upper West Side,05-04-2016,18:38,18,Evening,Tuesday,0,Spring,3,3.4,High,19.7,10.4,1.8
id1939583,Williamsburg,Harlem,01-02-2016,06:32,6,Morning,Monday,0,Winter,2,2.02,Low,5.8,20.9,1
id0385086,Midtown,Harlem,16-01-2016,02:27,2,Night,Saturday,1,Winter,1,2.31,Low,7.1,19.5,1
id2101934,West Village,Upper West Side,09-02-2016,21:29,21,Evening,Tuesday,0,Winter,2,2.08,Low,7.9,15.8,1
id0527543,Williamsburg,Hell's Kitchen,26-02-2016,15:40,15,Afternoon,Friday,0,Winter,1,4.37,Low,19.9,13.2,1
id3343803,South Slope,Inwood,22-01-2016,17:27,17,Afternoon,Friday,0,Winter,1,3.79,High,15.7,14.5,1.8
id0470895,Bedford-Stuyvesant,Kensington,11-01-2016,21:53,21,Evening,Monday,0,Winter,1,14.31,Low,14.6,58.8,1
id2593129,East Harlem,Bedford-Stuyvesant,06-03-2016,17:45,17,Afternoon,Sunday,1,Spring,1,1,High,7.2,8.3,1.8
id2978285,East Harlem,Murray Hill,12-06-2016,23:48,23,Evening,Sunday,1,Summer,1,1.8,Low,7.4,14.6,1
id2102523,Borough Park,Sheepshead Bay,07-05-2016,23:45,23,Evening,Saturday,1,Spring,5,9.92,Low,14.5,41,1
id2477562,Clinton Hill,Bedford-Stuyvesant,28-05-2016,23:06,23,Evening,Saturday,1,Spring,5,4.32,Low,11.8,22,1
id1958439,Far Rockaway,Arrochar,12-04-2016,09:17,9,Morning,Tuesday,0,Spring,1,1.94,High,19.4,6,1.8
id3870659,East Harlem,Upper West Side,01-03-2016,20:12,20,Evening,Tuesday,0,Spring,1,4.61,Medium,13.3,20.8,1.3
id2586750,Clinton Hill,Park Slope,28-05-2016,11:32,11,Morning,Saturday,1,Spring,1,1.97,Low,8.7,13.6,1
id1533144,South Slope,West Village,17-03-2016,23:14,23,Evening,Thursday,0,Spring,1,4.05,Low,10.5,23.1,1
id3355929,Great Kills,Far Rockaway,05-03-2016,18:11,18,Evening,Saturday,1,Spring,1,10.26,High,23.4,26.3,1.8
id2032699,Upper West Side,Harlem,12-05-2016,17:55,17,Afternoon,Thursday,0,Spring,1,6.74,High,35.6,11.4,1.8
id3807216,Fort Greene,Kensington,14-04-2016,08:38,8,Morning,Thursday,0,Spring,2,8.39,High,28.2,17.9,1.8
id0025172,Clinton Hill,Park Slope,17-04-2016,19:31,19,Evening,Sunday,1,Spring,1,2.43,High,15.9,9.2,1.8
id2621823,Crown Heights,Harlem,01-04-2016,06:14,6,Morning,Friday,0,Spring,2,1.27,Low,3,25.4,1
id2906091,Park Slope,Upper West Side,01-06-2016,09:35,9,Morning,Wednesday,0,Summer,5,2,High,18.8,6.4,1.8
id0390601,Bay Ridge,Arden Heights,08-06-2016,11:02,11,Morning,Wednesday,0,Summer,1,13.87,Low,39.4,21.1,1
id1406801,Clinton Hill,Murray Hill,26-03-2016,17:05,17,Afternoon,Saturday,1,Spring,1,7.92,High,16.4,29,1.8
id2267351,Upper West Side,Fort Greene,11-01-2016,14:22,14,Afternoon,Monday,0,Winter,6,1.41,Low,4.7,18,1
id0159449,South Slope,Harlem,07-02-2016,17:03,17,Afternoon,Sunday,1,Winter,1,2.26,High,14.9,9.1,1.8
id1832712,Inwood,Harlem,03-05-2016,22:10,22,Evening,Tuesday,0,Spring,1,0.01,Low,6.8,0.1,1
id2396462,"Bay Terrace, Staten Island",Tottenville,16-03-2016,15:07,15,Afternoon,Wednesday,0,Spring,2,25.32,Low,74.3,20.4,1
id2836420,Williamsburg,Fort Greene,08-06-2016,13:40,13,Afternoon,Wednesday,0,Summer,3,5.29,Low,23.6,13.4,1
id3856839,Clinton Hill,Upper West Side,16-02-2016,10:29,10,Morning,Tuesday,0,Winter,1,3.57,Medium,15.7,13.6,1.3
id0337411,Chinatown,Chinatown,27-05-2016,10:02,10,Morning,Friday,0,Spring,1,0.57,Medium,8.2,4.2,1.3
id1348804,Park Slope,East Harlem,09-01-2016,14:29,14,Afternoon,Saturday,1,Winter,1,9.6,Low,20.9,27.6,1
id2047035,Inwood,Clinton Hill,01-05-2016,03:29,3,Night,Sunday,1,Spring,1,3.02,Low,9.8,18.5,1
id1024092,Sheepshead Bay,Sheepshead Bay,07-04-2016,08:36,8,Morning,Thursday,0,Spring,1,7.17,High,30.7,14,1.8
id2846523,East Harlem,Hell's Kitchen,10-05-2016,23:31,23,Evening,Tuesday,0,Spring,1,5.64,Low,20.2,16.8,1
id1023525,Inwood,Upper West Side,20-05-2016,03:53,3,Night,Friday,0,Spring,1,2.24,Low,8,16.8,1
id3125489,East Harlem,Chinatown,02-06-2016,13:12,13,Afternoon,Thursday,0,Summer,1,1.29,Low,5.2,14.9,1
id2882615,East Harlem,West Village,09-06-2016,22:59,22,Evening,Thursday,0,Summer,2,1.98,Low,6.1,19.5,1
id3555363,Bath Beach,Bensonhurst,28-05-2016,10:04,10,Morning,Saturday,1,Spring,1,2.55,Medium,7.8,19.6,1.3
id3489740,Harlem,Clinton Hill,21-01-2016,11:55,11,Morning,Thursday,0,Winter,1,1.01,Low,6.4,9.5,1
id1513363,East Harlem,Midtown,22-04-2016,15:09,15,Afternoon,Friday,0,Spring,5,2.84,Low,22.4,7.6,1
id0442983,Bedford-Stuyvesant,Chelsea,27-04-2016,17:24,17,Afternoon,Wednesday,0,Spring,1,1.11,High,4.5,14.8,1.8
id0866088,Great Kills,Flatlands,21-06-2016,22:44,22,Evening,Tuesday,0,Summer,3,16.25,Low,35.3,27.6,1
id2288562,Chelsea,Upper West Side,04-04-2016,14:31,14,Afternoon,Monday,0,Spring,1,6.66,Low,20.4,19.6,1
id2985392,Crown Heights,Fort Greene,19-02-2016,19:01,19,Evening,Friday,0,Winter,1,3.04,High,16.8,10.9,1.8
id2868447,Bedford-Stuyvesant,Fort Greene,30-05-2016,11:13,11,Morning,Monday,0,Spring,1,7.87,Low,14.8,31.9,1
id1178246,Great Kills,Bergen Beach,14-06-2016,13:31,13,Afternoon,Tuesday,0,Summer,1,13.23,Low,52.7,15.1,1
id2998825,Bedford-Stuyvesant,Kensington,15-02-2016,17:32,17,Afternoon,Monday,0,Winter,2,0.89,High,3.8,14.1,1.8
id2709451,East Village,Harlem,25-04-2016,09:52,9,Morning,Monday,0,Spring,1,1.27,High,5.8,13.1,1.8
id1199419,Hell's Kitchen,Upper West Side,19-03-2016,14:28,14,Afternoon,Saturday,1,Spring,2,2.16,Low,7.4,17.5,1
id1226515,Hell's Kitchen,Upper West Side,23-04-2016,15:47,15,Afternoon,Saturday,1,Spring,1,2.19,Low,12.2,10.8,1
id2220792,Inwood,Midtown,07-02-2016,23:44,23,Evening,Sunday,1,Winter,1,2.26,Low,10.5,12.9,1
id2037873,Harlem,Harlem,20-04-2016,12:54,12,Afternoon,Wednesday,0,Spring,1,7.9,Low,29.4,16.1,1
id0735984,Bedford-Stuyvesant,Midtown,27-03-2016,19:07,19,Evening,Sunday,1,Spring,4,4.65,High,18.6,15,1.8
id0502219,Midtown,Kensington,27-01-2016,22:45,22,Evening,Wednesday,0,Winter,1,2.82,Low,6.6,25.6,1
id1433691,Fort Greene,Upper West Side,19-06-2016,13:22,13,Afternoon,Sunday,1,Summer,1,0.91,Low,6.8,8,1
id0327944,Williamsburg,East Harlem,14-03-2016,15:11,15,Afternoon,Monday,0,Spring,1,2.52,Low,10.1,15,1
id3193831,Upper West Side,Harlem,28-04-2016,14:06,14,Afternoon,Thursday,0,Spring,1,2.19,Low,22.1,5.9,1
id2192882,Midtown,Harlem,21-01-2016,00:35,0,Night,Thursday,0,Winter,1,2.63,Low,12.6,12.5,1
id0021604,Upper West Side,Upper West Side,26-05-2016,21:58,21,Evening,Thursday,0,Spring,3,1.51,Low,2.6,34.8,1
id0410341,East Harlem,Harlem,08-02-2016,18:37,18,Evening,Monday,0,Winter,1,0.98,High,13.9,4.2,1.8
id2793966,Park Slope,East Harlem,29-01-2016,00:03,0,Night,Friday,0,Winter,2,1.73,Low,4.8,21.6,1
id2269044,Arverne,Gravesend,28-06-2016,15:31,15,Afternoon,Tuesday,0,Summer,2,1.19,Low,5.3,13.5,1
id3933648,Harlem,West Village,15-05-2016,00:47,0,Night,Sunday,1,Spring,1,1.28,Low,8.2,9.4,1
id3603291,East Harlem,Murray Hill,01-02-2016,11:40,11,Morning,Monday,0,Winter,2,1.02,Low,6.7,9.1,1
id1917356,Hell's Kitchen,Harlem,24-05-2016,10:45,10,Morning,Tuesday,0,Spring,1,4.84,Medium,28.4,10.2,1.3
id1240106,Harlem,East Harlem,10-01-2016,20:14,20,Evening,Sunday,1,Winter,2,3.21,Medium,7.6,25.3,1.3
id3418378,Upper West Side,Bedford-Stuyvesant,23-04-2016,02:25,2,Night,Saturday,1,Spring,1,7.22,Low,17.6,24.6,1
id0685585,Bedford-Stuyvesant,Harlem,22-04-2016,21:33,21,Evening,Friday,0,Spring,1,4.49,Low,14.2,19,1
id1814956,West Village,Chinatown,08-04-2016,04:20,4,Night,Friday,0,Spring,1,2.48,Low,8.8,16.9,1
id2099301,Williamsburg,Park Slope,19-01-2016,12:17,12,Afternoon,Tuesday,0,Winter,5,2.25,Low,5.8,23.3,1
id3662872,East Harlem,Hell's Kitchen,28-06-2016,15:10,15,Afternoon,Tuesday,0,Summer,1,1.87,Low,12,9.4,1
id2912287,Midwood,Far Rockaway,21-02-2016,07:39,7,Morning,Sunday,1,Winter,1,1.97,Medium,8.3,14.2,1.3
id0637094,Clinton Hill,Upper West Side,19-01-2016,17:37,17,Afternoon,Tuesday,0,Winter,1,2.16,High,10.7,12.1,1.8
id3272637,Crown Heights,West Village,05-05-2016,18:41,18,Evening,Thursday,0,Spring,1,3.17,High,14,13.6,1.8
id1894457,Fort Greene,Harlem,15-02-2016,12:23,12,Afternoon,Monday,0,Winter,1,3.63,Low,18.4,11.8,1
id3646318,West Village,Bedford-Stuyvesant,08-04-2016,20:44,20,Evening,Friday,0,Spring,2,1.35,Medium,9.9,8.2,1.3
id1328589,East Harlem,Upper West Side,14-06-2016,09:36,9,Morning,Tuesday,0,Summer,6,2.62,High,17.8,8.8,1.8
id2433397,Chelsea,Harlem,24-02-2016,22:42,22,Evening,Wednesday,0,Winter,1,4.18,Low,10.3,24.3,1
id3609828,Bedford-Stuyvesant,East Harlem,16-03-2016,06:50,6,Morning,Wednesday,0,Spring,1,3.18,Low,7.4,25.8,1
id1526658,East Harlem,Fort Greene,01-04-2016,08:32,8,Morning,Friday,0,Spring,4,2.05,High,11.4,10.8,1.8
id3894477,Windsor Terrace,Upper West Side,12-03-2016,00:36,0,Night,Saturday,1,Spring,1,2.47,Low,12.9,11.5,1
id3527223,East Harlem,Upper West Side,07-06-2016,18:22,18,Evening,Tuesday,0,Summer,1,1.48,High,4.9,18.1,1.8
id3793611,Midtown,Upper West Side,29-03-2016,20:02,20,Evening,Tuesday,0,Spring,1,3.82,Medium,11.8,19.4,1.3
id3865320,Far Rockaway,Bensonhurst,19-04-2016,11:24,11,Morning,Tuesday,0,Spring,2,2.67,Low,21.1,7.6,1
id2613492,Bedford-Stuyvesant,Bedford-Stuyvesant,22-02-2016,17:48,17,Afternoon,Monday,0,Winter,1,2.75,High,10.3,16,1.8
id0886553,Upper West Side,Crown Heights,28-04-2016,22:46,22,Evening,Thursday,0,Spring,1,2.41,Low,12.8,11.3,1
id3780856,West Village,East Harlem,06-02-2016,23:41,23,Evening,Saturday,1,Winter,1,2.63,Low,12.1,13,1
id2274549,Upper West Side,Harlem,07-05-2016,10:12,10,Morning,Saturday,1,Spring,1,1.05,Medium,1.9,33.2,1.3
id0817896,East Harlem,Harlem,04-03-2016,16:58,16,Afternoon,Friday,0,Spring,1,2.28,Medium,10.4,13.2,1.3
id0792667,Hell's Kitchen,Midtown,15-06-2016,14:20,14,Afternoon,Wednesday,0,Summer,1,2.45,Low,22.5,6.5,1
id3685453,Upper West Side,South Slope,10-03-2016,19:25,19,Evening,Thursday,0,Spring,1,3.37,High,17.6,11.5,1.8
id2033380,Midwood,Castleton Corners,20-04-2016,06:53,6,Morning,Wednesday,0,Spring,1,2.46,Low,8,18.4,1
id0341922,Midtown,Chinatown,16-03-2016,10:40,10,Morning,Wednesday,0,Spring,2,0.4,Medium,6.5,3.7,1.3
id3017357,Crown Heights,East Harlem,21-03-2016,18:33,18,Evening,Monday,0,Spring,2,0.88,High,3.7,14.3,1.8
id1599127,Williamsburg,East Harlem,24-03-2016,20:54,20,Evening,Thursday,0,Spring,6,2.35,Medium,5.3,26.6,1.3
id0472342,East Harlem,Kensington,16-02-2016,20:06,20,Evening,Tuesday,0,Winter,5,2.77,Medium,13.8,12,1.3
id3697691,Inwood,Harlem,31-03-2016,23:31,23,Evening,Thursday,0,Spring,1,4.37,Low,20.5,12.8,1
id0729612,Tottenville,Tottenville,21-06-2016,01:07,1,Night,Tuesday,0,Summer,1,17.58,Low,16.6,63.5,1
id0803296,Inwood,Greenpoint,06-06-2016,09:50,9,Morning,Monday,0,Summer,1,0.17,High,0.8,12.8,1.8
id0583104,West Village,Harlem,28-02-2016,09:15,9,Morning,Sunday,1,Winter,1,0.7,High,3,14,1.8
id1014973,Clinton Hill,Upper West Side,21-02-2016,12:34,12,Afternoon,Sunday,1,Winter,1,1.89,Low,8.7,13,1
id0045842,Midtown,West Village,23-03-2016,16:48,16,Afternoon,Wednesday,0,Spring,2,2.98,Medium,14.2,12.6,1.3
id1510249,Harlem,East Harlem,12-02-2016,17:24,17,Afternoon,Friday,0,Winter,1,3.57,High,13.4,16,1.8
id1204161,Chinatown,East Village,15-06-2016,04:49,4,Night,Wednesday,0,Summer,6,0.68,Low,4.1,10,1
id0742803,Harlem,Upper West Side,11-03-2016,16:26,16,Afternoon,Friday,0,Spring,2,2.38,Medium,8.3,17.2,1.3
id3599963,Grymes Hill,"Bay Terrace, Staten Island",01-02-2016,23:38,23,Evening,Monday,0,Winter,1,23.3,Low,36.7,38.1,1
id2521085,East Harlem,East Harlem,10-02-2016,12:50,12,Afternoon,Wednesday,0,Winter,1,2.68,Low,6.4,25.1,1
id3137314,East Harlem,Midtown,22-03-2016,20:39,20,Evening,Tuesday,0,Spring,1,2.31,Medium,12.2,11.4,1.3
id2196730,Harlem,Williamsburg,12-06-2016,19:08,19,Evening,Sunday,1,Summer,1,3.46,High,9.8,21.2,1.8
id0002201,Inwood,Greenpoint,30-05-2016,14:02,14,Afternoon,Monday,0,Spring,5,2.6,Low,14.8,10.5,1
id2459517,Upper West Side,Murray Hill,13-05-2016,11:48,11,Morning,Friday,0,Spring,1,1.63,Low,7.8,12.5,1
id3328631,Kensington,Upper West Side,21-04-2016,06:37,6,Morning,Thursday,0,Spring,1,3.86,Low,10.9,21.2,1
id1837849,Murray Hill,Chelsea,16-06-2016,07:55,7,Morning,Thursday,0,Summer,1,1.2,Medium,6.4,11.2,1.3
id0470190,Upper West Side,East Harlem,16-01-2016,23:29,23,Evening,Saturday,1,Winter,3,6.18,Low,24.4,15.2,1
id2845673,Bedford-Stuyvesant,Murray Hill,22-05-2016,02:10,2,Night,Sunday,1,Spring,1,4.74,Low,12,23.7,1
id2040713,Murray Hill,East Village,06-03-2016,10:59,10,Morning,Sunday,1,Spring,1,2.75,Medium,10.1,16.3,1.3
id3463715,Chelsea,Harlem,04-03-2016,01:27,1,Night,Friday,0,Spring,1,2.72,Low,7.6,21.5,1
id1777088,Chinatown,Fort Greene,11-05-2016,11:42,11,Morning,Wednesday,0,Spring,1,2.93,Low,13.7,12.8,1
id2808750,Chinatown,Harlem,04-03-2016,08:45,8,Morning,Friday,0,Spring,6,0.62,High,7,5.3,1.8
id0295408,Upper West Side,Murray Hill,21-06-2016,19:32,19,Evening,Tuesday,0,Summer,1,4.35,High,18.7,14,1.8
id1487234,Murray Hill,Park Slope,08-04-2016,15:45,15,Afternoon,Friday,0,Spring,1,3.1,Low,24.4,7.6,1
id2498449,South Slope,Fort Greene,06-03-2016,01:09,1,Night,Sunday,1,Spring,1,3.5,Low,7.6,27.6,1
id2749533,Upper West Side,Chinatown,04-06-2016,13:53,13,Afternoon,Saturday,1,Summer,1,2.74,Low,12.8,12.8,1
id2644518,Harlem,South Slope,20-01-2016,20:23,20,Evening,Wednesday,0,Winter,2,0.93,Medium,8.2,6.8,1.3
id0160001,Chinatown,East Harlem,17-06-2016,12:53,12,Afternoon,Friday,0,Summer,1,1.47,Low,8.2,10.8,1
id1861035,Windsor Terrace,Murray Hill,12-05-2016,17:58,17,Afternoon,Thursday,0,Spring,1,0.84,High,4,12.6,1.8
id3261685,East Harlem,Kensington,04-02-2016,14:58,14,Afternoon,Thursday,0,Winter,2,2.72,Low,21.6,7.6,1
id0438535,Fort Greene,Crown Heights,02-03-2016,22:53,22,Evening,Wednesday,0,Spring,1,2.97,Low,9.2,19.4,1
id2453812,Harlem,East Harlem,05-03-2016,10:51,10,Morning,Saturday,1,Spring,1,1.04,Medium,2.9,21.5,1.3
id0559858,Fort Greene,Park Slope,27-02-2016,00:30,0,Night,Saturday,1,Winter,6,0.37,Low,2.3,9.7,1
id1358659,Midtown,Upper West Side,11-01-2016,20:24,20,Evening,Monday,0,Winter,2,3.94,Medium,22.9,10.3,1.3
id3986796,Flatlands,Sheepshead Bay,28-04-2016,09:45,9,Morning,Thursday,0,Spring,3,5.19,High,32.5,9.6,1.8
id0246927,Harlem,Midtown,08-02-2016,16:09,16,Afternoon,Monday,0,Winter,1,3.3,Medium,16.8,11.8,1.3
id1252179,Upper West Side,Upper West Side,09-06-2016,21:12,21,Evening,Thursday,0,Summer,1,1.36,Low,15.3,5.3,1
id2980809,Arverne,Flatlands,14-01-2016,23:10,23,Evening,Thursday,0,Winter,1,4.55,Low,11.1,24.6,1
id0854481,Bedford-Stuyvesant,Harlem,05-04-2016,13:09,13,Afternoon,Tuesday,0,Spring,1,1.27,Low,7.6,10,1
id3503439,East Harlem,Upper West Side,20-04-2016,23:17,23,Evening,Wednesday,0,Spring,1,2.45,Low,9.2,16,1
id1170219,Upper West Side,East Harlem,01-04-2016,15:17,15,Afternoon,Friday,0,Spring,1,2.31,Low,19.8,7,1
id1856144,Bedford-Stuyvesant,East Harlem,02-05-2016,15:11,15,Afternoon,Monday,0,Spring,2,10.05,Low,35.5,17,1
id3864147,Inwood,Midtown,26-06-2016,05:04,5,Night,Sunday,1,Summer,1,11.64,Low,24.9,28,1
id0768885,Bedford-Stuyvesant,South Slope,15-06-2016,21:30,21,Evening,Wednesday,0,Summer,1,1.6,Low,6.6,14.5,1
id3537774,Upper West Side,Inwood,25-02-2016,19:20,19,Evening,Thursday,0,Winter,1,3.87,High,28.3,8.2,1.8
id0918945,Rockaway Beach,Gravesend,27-04-2016,10:54,10,Morning,Wednesday,0,Spring,6,0.06,Medium,0.5,7.2,1.3
id1780944,Harlem,Harlem,15-01-2016,14:08,14,Afternoon,Friday,0,Winter,4,1.4,Low,7.5,11.2,1
id1722757,Murray Hill,Chinatown,28-03-2016,15:23,15,Afternoon,Monday,0,Spring,1,1.76,Low,7.1,14.9,1
id2894380,East Harlem,Harlem,29-04-2016,22:31,22,Evening,Friday,0,Spring,1,1.22,Low,17.3,4.2,1
id0053985,Greenpoint,Hell's Kitchen,18-04-2016,23:15,23,Evening,Monday,0,Spring,2,5.68,Low,12.7,26.8,1
id0121101,Harlem,Midtown,20-04-2016,13:42,13,Afternoon,Wednesday,0,Spring,6,1.37,Low,8.4,9.8,1
id0427746,East Harlem,Harlem,19-04-2016,14:08,14,Afternoon,Tuesday,0,Spring,1,0.82,Low,6.8,7.2,1
id2471787,Harlem,Harlem,12-01-2016,16:23,16,Afternoon,Tuesday,0,Winter,1,0.81,Medium,20.2,2.4,1.3
id1869502,Arrochar,Bayswater,09-02-2016,10:58,10,Morning,Tuesday,0,Winter,1,1.19,Medium,12.1,5.9,1.3
id3897744,Far Rockaway,Eltingville,29-01-2016,16:07,16,Afternoon,Friday,0,Winter,1,4.71,Medium,19.3,14.6,1.3
id0176928,Fort Greene,Clinton Hill,22-03-2016,13:27,13,Afternoon,Tuesday,0,Spring,5,1.45,Low,8,10.9,1
id1931484,East Harlem,Harlem,10-04-2016,18:29,18,Evening,Sunday,1,Spring,1,3.82,High,26.9,8.5,1.8
id3518329,Park Slope,Bedford-Stuyvesant,11-03-2016,19:52,19,Evening,Friday,0,Spring,5,4.69,High,17.1,16.5,1.8
id0405469,East Harlem,Upper West Side,04-05-2016,01:10,1,Night,Wednesday,0,Spring,1,9.53,Low,24.9,23,1
id0918200,West Village,Upper West Side,10-05-2016,17:55,17,Afternoon,Tuesday,0,Spring,1,2.65,High,12,13.2,1.8
id2753366,Kensington,West Village,09-06-2016,06:47,6,Morning,Thursday,0,Summer,1,2.31,Low,9.2,15.1,1
id2784494,Harlem,Upper West Side,17-02-2016,02:21,2,Night,Wednesday,0,Winter,1,3.96,Low,10.3,23.1,1
id2093468,Arden Heights,Canarsie,04-02-2016,20:34,20,Evening,Thursday,0,Winter,2,13.5,Medium,50.8,15.9,1.3
id2505008,Harlem,Crown Heights,28-01-2016,03:03,3,Night,Thursday,0,Winter,1,3.82,Low,9.8,23.4,1
id3795926,Great Kills,Bensonhurst,07-06-2016,10:42,10,Morning,Tuesday,0,Summer,1,15.93,Medium,59,16.2,1.3
id1093418,East Harlem,Hell's Kitchen,20-02-2016,13:04,13,Afternoon,Saturday,1,Winter,1,2.45,Low,9.2,16,1
id3705257,Murray Hill,Upper West Side,16-05-2016,15:03,15,Afternoon,Monday,0,Spring,1,0.81,Low,4,12.2,1
id0818062,Bedford-Stuyvesant,East Harlem,27-05-2016,16:30,16,Afternoon,Friday,0,Spring,1,2.54,Medium,8,19,1.3
id2934026,East Harlem,Chelsea,03-04-2016,22:04,22,Evening,Sunday,1,Spring,1,2.07,Low,10.3,12.1,1
id0458610,Inwood,Hell's Kitchen,28-02-2016,13:39,13,Afternoon,Sunday,1,Winter,1,5.97,Low,27.4,13.1,1
id0873996,Fort Greene,Murray Hill,25-04-2016,21:14,21,Evening,Monday,0,Spring,1,2.77,Low,9.4,17.7,1
id3785922,East Harlem,Harlem,14-04-2016,23:16,23,Evening,Thursday,0,Spring,1,3.19,Low,17.2,11.1,1
id0862125,Upper West Side,Clinton Hill,24-06-2016,18:58,18,Evening,Friday,0,Summer,2,1.62,High,7.4,13.1,1.8
id1790827,Williamsburg,Upper West Side,04-02-2016,11:50,11,Morning,Thursday,0,Winter,1,2.03,Low,7.3,16.7,1
id1415352,Upper West Side,West Village,23-03-2016,21:45,21,Evening,Wednesday,0,Spring,5,4.53,Low,18.6,14.6,1
id3208305,Tottenville,Rossville,18-04-2016,17:14,17,Afternoon,Monday,0,Spring,2,25.91,High,53.5,29.1,1.8
id2603856,Midtown,West Village,05-03-2016,11:21,11,Morning,Saturday,1,Spring,1,1.31,Low,4.5,17.5,1
id0312318,Bedford-Stuyvesant,Upper West Side,08-05-2016,10:23,10,Morning,Sunday,1,Spring,5,7.02,Medium,41,10.3,1.3
id3980019,Flatbush,Harlem,04-03-2016,08:02,8,Morning,Friday,0,Spring,1,1.39,High,10.4,8,1.8
id1680576,Park Slope,Hell's Kitchen,17-04-2016,03:19,3,Night,Sunday,1,Spring,1,1.36,Low,2.1,38.9,1
id3837515,Williamsburg,Crown Heights,17-06-2016,00:24,0,Night,Friday,0,Summer,1,2.68,Low,8.7,18.5,1
id0559809,Williamsburg,Upper West Side,16-04-2016,16:32,16,Afternoon,Saturday,1,Spring,6,2.76,Medium,8.8,18.8,1.3
id2514591,East Harlem,Chinatown,27-01-2016,21:06,21,Evening,Wednesday,0,Winter,4,1.52,Low,3.6,25.3,1
id0884079,Inwood,Upper West Side,17-01-2016,00:28,0,Night,Sunday,1,Winter,1,4.7,Low,10.6,26.6,1
id3704144,Bedford-Stuyvesant,Harlem,30-06-2016,11:27,11,Morning,Thursday,0,Summer,5,2.49,Low,11.5,13,1
id0818207,Arden Heights,Sheepshead Bay,23-04-2016,13:08,13,Afternoon,Saturday,1,Spring,1,10.77,Low,29.1,22.2,1
id2623309,South Slope,Williamsburg,14-03-2016,18:21,18,Evening,Monday,0,Spring,1,0.62,High,2.7,13.8,1.8
id3728641,Harlem,Fort Greene,11-01-2016,19:44,19,Evening,Monday,0,Winter,1,6.96,High,16.4,25.5,1.8
id3535562,East Harlem,Chinatown,19-02-2016,17:34,17,Afternoon,Friday,0,Winter,1,3.44,High,7.8,26.5,1.8
id3398839,Harlem,Inwood,18-04-2016,18:11,18,Evening,Monday,0,Spring,1,1.46,High,19.8,4.4,1.8
id0576756,Fort Greene,Upper West Side,17-03-2016,23:23,23,Evening,Thursday,0,Spring,1,4.98,Low,11.5,26,1
id0073984,West Village,Williamsburg,10-02-2016,13:42,13,Afternoon,Wednesday,0,Winter,6,3.06,Low,11.3,16.2,1
id0637245,Harlem,Harlem,24-03-2016,18:58,18,Evening,Thursday,0,Spring,1,1.64,High,6.4,15.4,1.8
id2955853,Midtown,Upper West Side,31-01-2016,13:02,13,Afternoon,Sunday,1,Winter,1,2.81,Low,13.8,12.2,1
id3473389,Bedford-Stuyvesant,Williamsburg,07-06-2016,19:49,19,Evening,Tuesday,0,Summer,6,1.22,High,7.9,9.3,1.8
id1853000,South Slope,Upper West Side,20-03-2016,01:05,1,Night,Sunday,1,Spring,1,2.39,Low,13.7,10.5,1
id1846369,Harlem,Kensington,04-02-2016,10:48,10,Morning,Thursday,0,Winter,1,2.18,Medium,13,10.1,1.3
id0184655,Murray Hill,Clinton Hill,28-01-2016,09:48,9,Morning,Thursday,0,Winter,5,1.69,High,7.2,14.1,1.8
id3752121,Fort Greene,Upper West Side,08-05-2016,18:08,18,Evening,Sunday,1,Spring,1,6.31,High,24.9,15.2,1.8
id3206517,Hell's Kitchen,Clinton Hill,20-03-2016,19:11,19,Evening,Sunday,1,Spring,1,2.7,High,13.3,12.2,1.8
id1835809,Upper West Side,Clinton Hill,27-03-2016,06:34,6,Morning,Sunday,1,Spring,1,7.81,Low,16.8,27.9,1
id2932706,Midtown,East Harlem,31-05-2016,14:43,14,Afternoon,Tuesday,0,Spring,2,2.15,Low,16.6,7.8,1
id3630922,East Harlem,East Harlem,07-01-2016,16:28,16,Afternoon,Thursday,0,Winter,1,1.03,Medium,4,15.4,1.3
id0600477,Upper West Side,Upper West Side,28-02-2016,08:49,8,Morning,Sunday,1,Winter,2,5.16,High,12.6,24.6,1.8
id0393871,South Slope,Harlem,25-01-2016,14:22,14,Afternoon,Monday,0,Winter,1,1.82,Low,10.7,10.2,1
id0392932,Harlem,Kensington,01-03-2016,12:57,12,Afternoon,Tuesday,0,Spring,1,1.34,Low,9.8,8.2,1
id2491675,East Harlem,East Harlem,03-04-2016,15:57,15,Afternoon,Sunday,1,Spring,1,1.53,Low,8.7,10.6,1
id0506863,Bensonhurst,"Bay Terrace, Staten Island",07-01-2016,12:33,12,Afternoon,Thursday,0,Winter,1,11.61,Low,21.6,32.2,1
id2047194,Williamsburg,South Slope,26-05-2016,00:02,0,Night,Thursday,0,Spring,1,3.09,Low,8.3,22.3,1
id1236061,Harlem,West Village,08-05-2016,02:50,2,Night,Sunday,1,Spring,5,1,Low,4.5,13.3,1
id0541185,Chinatown,Upper West Side,03-03-2016,10:49,10,Morning,Thursday,0,Spring,2,2.98,Medium,27.2,6.6,1.3
id2805434,Kensington,Kensington,08-04-2016,23:14,23,Evening,Friday,0,Spring,1,14.68,Low,33.9,26,1
id1581134,Bedford-Stuyvesant,East Harlem,14-01-2016,21:37,21,Evening,Thursday,0,Winter,1,1.14,Low,2.2,31.1,1
